file,ground_truth,predicted,confidence,is_correct,reasons
PEPSI 17616.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17671.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
~$PEPSI 17646.xlsx,Tax Invoice,Unknown,0.0,False,No detection methods matched
PEPSI 17661.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17672.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17620.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17621.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17661.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17649.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17617.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17648.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17656.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17671.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17647.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17614#4027.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17615.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17614.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17646.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17650.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17670.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17616.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17617.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17673.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17673.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17628.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 001.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17630.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17629.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
17627 N.J. SERUM PUNE .xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17672.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
17636 N.J. SERUM PUNE .pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17651.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
17635 N.J. SERUM PUNE .xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
17627 N.J. SERUM PUNE .pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17672.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 001.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
17635 N.J. SERUM PUNE .pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
17636 N.J. SERUM PUNE .xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17630.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17651.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17629.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
PEPSI 17628.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, pan, hsn, sac"
N J Ledger 11-5-26.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
N J Ledger 2026-27.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
N.J. SERUM-28100- Inv-046.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28094- Inv-028.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28085- Inv-020.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28084- Inv-018.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28079- Inv-014.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28090- Inv-023.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28090- Inv-023.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28091- Inv-024.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28096- Inv-031.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28084- Inv-018.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28085- Inv-020.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28086- Inv-021.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28080- Inv-015.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28097- Inv-042.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28099- Inv-045.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28082- Inv-017.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28080- Inv-016.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28096- Inv-031.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28079- Inv-014.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28095- Inv-030.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28076- Inv-009.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28070- Inv-004.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28097- Inv-041.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28088- Inv-022.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28092- Inv-026.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28071- Inv-006.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28094- Inv-028.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28077- Inv-010.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28070- Inv-004.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28091- Inv-024.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28076- Inv-009.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28077- Inv-010.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28088- Inv-022.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28098- Inv-042.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28071- Inv-006.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28092- Inv-026.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28086- Inv-021.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28098- Inv-042.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28099- Inv-045.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28082- Inv-017.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28100- Inv-046.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28095- Inv-030.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28080- Inv-016.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
N.J. SERUM-28097- Inv-041.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
28071  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28079  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28097  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28098  NGE-N.J. SERUM PUNE-2.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28070 - 2 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28093 NBF-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28095 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28091 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28100  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28100  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28086  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28085  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28090 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28090 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28088  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28094 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28084  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28080  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28070  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28077  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28099  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28094 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28070  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28084  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28098  NGE-N.J. SERUM PUNE-2.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28082  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28092 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28086  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28085  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28096 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28076  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28098  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28092 NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28096 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28071  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28097  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28079  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28082  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28098  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28076  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28070 - 2 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28087  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28093 NBF-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28095 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28088-2  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28077  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28099  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28087  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28080  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28088  NGE-N.J. SERUM PUNE.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.xlsx; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28091 NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
28061  NGE-N.J. SERUM PUNE.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: \d{5}.*[Ss]erum.*\.pdf; Keywords matched: tax invoice, gstin, pan, hsn, sac"
Balaji Ledger 23-3-23.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Rehbar Ledger 22-23.xlsx,Tax Invoice,Ledger,0.8,False,"Filename matches pattern: .*[Ll]edger.*; Keywords matched: credit note, credit no"
Balaji Invoice 211.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 179.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 207.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 159.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 135.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Credit Note 041- Balaji.pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]redit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
ME Invoice 139.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Vardhman Ledger 24-25.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
ME Invoice 154.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Ledger 8-3.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Vardhman Ledger 24-25.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
ME Invoice 139.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 221.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 124.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
